"","RNA-hipocampo-5xFAD-A.bam","RNA-hipocampo-5xFAD-B.bam","RNA-hipocampo-WT-A.bam","RNA-hipocampo-WT-B.bam"
"ENSMUSG00000104424",0,0,0,0
"ENSMUSG00000026611",1,0,0,1
"ENSMUSG00000089831",0,0,0,0
"ENSMUSG00000106839",0,0,0,0
"ENSMUSG00000107163",0,1,0,0
"ENSMUSG00000089947",0,0,0,0
"ENSMUSG00000089730",0,0,0,0
"ENSMUSG00000039210",4,4,2,6
"ENSMUSG00000104394",0,2,1,0
"ENSMUSG00000104245",0,0,0,0
"ENSMUSG00000103923",0,0,0,0
"ENSMUSG00000026610",2,1,0,1
"ENSMUSG00000103961",0,0,0,0
"ENSMUSG00000103401",0,0,0,0
"ENSMUSG00000118492",0,0,0,0
"ENSMUSG00000103577",0,0,0,0
"ENSMUSG00000103732",0,0,0,0
"ENSMUSG00000104482",0,0,0,0
"ENSMUSG00000026609",0,0,0,0
"ENSMUSG00000077235",0,0,0,0
"ENSMUSG00000084550",0,0,0,0
"ENSMUSG00000026608",14,27,18,18
"ENSMUSG00000103370",0,0,0,0
"ENSMUSG00000104464",0,0,0,0
"ENSMUSG00000037624",5,7,17,10
"ENSMUSG00000103669",0,0,0,0
"ENSMUSG00000102824",8,22,11,13
"ENSMUSG00000104507",0,0,1,2
"ENSMUSG00000093791",0,0,0,0
"ENSMUSG00000103087",0,0,0,0
"ENSMUSG00000026605",0,1,0,0
"ENSMUSG00000103374",0,0,0,0
"ENSMUSG00000026604",3,5,5,4
"ENSMUSG00000102248",0,0,0,0
"ENSMUSG00000097925",0,0,0,0
"ENSMUSG00000104435",9,6,3,6
"ENSMUSG00000026603",1,1,2,3
"ENSMUSG00000103467",0,0,0,0
"ENSMUSG00000010175",10,2,6,2
"ENSMUSG00000099404",0,0,0,0
"ENSMUSG00000079045",0,4,2,1
"ENSMUSG00000103644",0,0,0,0
"ENSMUSG00000103510",0,0,0,0
"ENSMUSG00000093064",0,0,0,0
"ENSMUSG00000106474",0,0,0,0
"ENSMUSG00000103963",0,0,0,0
"ENSMUSG00000089872",21,15,12,4
"ENSMUSG00000026634",10,10,12,15
"ENSMUSG00000037568",1,1,0,0
"ENSMUSG00000104487",0,0,0,0
"ENSMUSG00000103723",0,1,1,1
"ENSMUSG00000103964",1,0,0,1
"ENSMUSG00000066595",3,1,3,1
"ENSMUSG00000097845",0,0,0,0
"ENSMUSG00000057072",0,0,0,0
"ENSMUSG00000026632",9,2,4,10
"ENSMUSG00000062510",0,0,0,0
"ENSMUSG00000103576",0,0,0,0
"ENSMUSG00000026630",0,0,0,0
"ENSMUSG00000102777",0,0,0,0
"ENSMUSG00000091017",0,0,0,0
"ENSMUSG00000026628",0,0,1,0
"ENSMUSG00000088461",0,0,0,0
"ENSMUSG00000073478",1,0,2,1
"ENSMUSG00000103685",0,0,0,0
"ENSMUSG00000103174",0,0,1,0
"ENSMUSG00000037499",11,16,12,16
"ENSMUSG00000026627",5,5,3,3
"ENSMUSG00000026626",16,16,14,29
"ENSMUSG00000103433",0,0,0,0
"ENSMUSG00000103114",2,0,2,0
"ENSMUSG00000104341",0,0,0,0
"ENSMUSG00000103517",0,0,0,0
"ENSMUSG00000102246",0,0,0,0
"ENSMUSG00000037474",0,1,2,0
"ENSMUSG00000037461",16,5,9,8
"ENSMUSG00000102970",0,0,0,0
"ENSMUSG00000026623",33,27,40,34
"ENSMUSG00000095504",0,0,0,0
"ENSMUSG00000064845",0,0,0,0
"ENSMUSG00000102596",0,0,0,0
"ENSMUSG00000102840",0,0,0,0
"ENSMUSG00000026622",0,0,1,0
"ENSMUSG00000055833",0,1,1,3
"ENSMUSG00000037434",11,4,9,9
"ENSMUSG00000049353",1,0,1,0
"ENSMUSG00000097416",0,0,0,1
"ENSMUSG00000102915",0,0,0,0
"ENSMUSG00000026637",1,1,2,0
"ENSMUSG00000093003",0,0,0,0
"ENSMUSG00000103653",24,40,23,29
"ENSMUSG00000097089",1,0,1,0
"ENSMUSG00000037395",5,5,2,3
"ENSMUSG00000102755",0,0,0,0
"ENSMUSG00000097316",2,3,2,1
"ENSMUSG00000058248",17,8,22,16
"ENSMUSG00000037375",0,0,0,1
"ENSMUSG00000094131",0,0,0,0
"ENSMUSG00000103874",0,0,0,0
"ENSMUSG00000047384",0,0,0,0
"ENSMUSG00000100872",1,0,0,1
"ENSMUSG00000016262",3,2,2,7
"ENSMUSG00000089812",0,0,0,0
"ENSMUSG00000102162",2,3,4,0
"ENSMUSG00000016200",4,5,7,3
"ENSMUSG00000089158",0,0,0,0
"ENSMUSG00000103640",0,0,0,0
"ENSMUSG00000102442",0,0,0,0
"ENSMUSG00000016181",5,8,4,4
"ENSMUSG00000026638",1,1,1,0
"ENSMUSG00000079144",2,1,0,1
"ENSMUSG00000037318",0,0,0,0
"ENSMUSG00000090080",0,0,0,0
"ENSMUSG00000089683",0,0,0,0
"ENSMUSG00000026639",1,4,0,0
"ENSMUSG00000016194",4,4,7,6
"ENSMUSG00000103089",0,0,0,0
"ENSMUSG00000009633",3,2,1,1
"ENSMUSG00000104348",0,2,1,0
"ENSMUSG00000103736",0,0,0,0
"ENSMUSG00000016179",8,16,12,6
"ENSMUSG00000103895",0,0,0,0
"ENSMUSG00000102648",0,0,0,0
"ENSMUSG00000102981",0,0,0,0
"ENSMUSG00000097850",0,0,0,0
"ENSMUSG00000065533",0,0,0,0
"ENSMUSG00000104182",0,0,0,0
"ENSMUSG00000103692",0,0,0,0
"ENSMUSG00000026640",29,6,18,20
"ENSMUSG00000102523",0,0,0,0
"ENSMUSG00000102621",0,0,0,0
"ENSMUSG00000102841",0,0,0,0
"ENSMUSG00000103776",0,0,0,0
"ENSMUSG00000103597",0,0,0,0
"ENSMUSG00000092633",0,0,0,0
"ENSMUSG00000084631",0,0,0,0
"ENSMUSG00000016494",25,19,30,28
"ENSMUSG00000097325",0,1,0,1
"ENSMUSG00000096929",16,5,11,5
"ENSMUSG00000104206",0,0,0,0
"ENSMUSG00000104525",0,0,0,0
"ENSMUSG00000103867",0,0,0,0
"ENSMUSG00000104077",0,0,0,0
"ENSMUSG00000016493",1,0,2,1
"ENSMUSG00000065412",0,0,0,0
"ENSMUSG00000065548",0,0,0,0
"ENSMUSG00000104010",0,0,1,0
"ENSMUSG00000103443",0,0,0,0
"ENSMUSG00000016481",6,1,3,4
"ENSMUSG00000026616",0,0,0,0
"ENSMUSG00000102236",0,0,0,0
"ENSMUSG00000093823",0,0,0,0
"ENSMUSG00000099208",0,0,0,0
"ENSMUSG00000104297",0,0,0,0
"ENSMUSG00000102307",0,0,0,0
"ENSMUSG00000103120",0,0,0,0
"ENSMUSG00000099154",0,0,0,0
"ENSMUSG00000050530",15,18,20,18
"ENSMUSG00000026643",25,18,28,19
"ENSMUSG00000075837",0,0,0,0
"ENSMUSG00000049950",3,1,1,2
"ENSMUSG00000026644",0,0,0,0
"ENSMUSG00000026645",0,0,0,0
"ENSMUSG00000103786",0,0,0,0
"ENSMUSG00000026650",0,0,0,0
"ENSMUSG00000026648",1,1,1,1
"ENSMUSG00000026646",2,0,1,0
"ENSMUSG00000085043",0,0,0,0
"ENSMUSG00000109865",2,0,2,0
"ENSMUSG00000051396",1,0,0,1
"ENSMUSG00000039496",1,0,1,0
"ENSMUSG00000081278",1,0,0,0
"ENSMUSG00000082580",3,1,2,5
"ENSMUSG00000026655",1,4,6,2
"ENSMUSG00000080703",0,0,0,0
"ENSMUSG00000081070",1,0,1,1
"ENSMUSG00000085205",0,0,0,0
"ENSMUSG00000085656",0,0,0,0
"ENSMUSG00000086445",0,0,0,0
"ENSMUSG00000026657",9,8,15,13
"ENSMUSG00000086458",0,0,0,0
"ENSMUSG00000081889",0,0,0,0
"ENSMUSG00000104284",0,0,0,0
"ENSMUSG00000102517",0,0,0,0
"ENSMUSG00000084859",0,0,0,0
"ENSMUSG00000086921",0,0,0,0
"ENSMUSG00000102816",0,0,0,0
"ENSMUSG00000102136",0,0,0,0
"ENSMUSG00000102357",0,0,0,0
"ENSMUSG00000087355",0,0,0,0
"ENSMUSG00000102494",0,0,0,0
"ENSMUSG00000075826",0,0,0,0
"ENSMUSG00000086874",0,0,0,0
"ENSMUSG00000086018",0,0,0,0
"ENSMUSG00000039449",9,5,10,10
"ENSMUSG00000083378",1,2,1,0
"ENSMUSG00000048186",0,1,0,1
"ENSMUSG00000083407",0,0,0,0
"ENSMUSG00000026662",5,3,4,8
"ENSMUSG00000026664",6,8,7,11
"ENSMUSG00000086670",0,1,0,0
"ENSMUSG00000082795",0,0,0,0
"ENSMUSG00000069188",0,1,1,1
"ENSMUSG00000026668",0,0,0,0
"ENSMUSG00000026669",0,1,0,0
"ENSMUSG00000026672",3,4,3,6
"ENSMUSG00000086430",0,0,0,0
"ENSMUSG00000026676",2,6,5,2
"ENSMUSG00000081005",0,0,0,0
"ENSMUSG00000084606",0,0,0,0
"ENSMUSG00000080820",0,0,0,0
"ENSMUSG00000039145",28,29,43,39
"ENSMUSG00000082013",0,0,0,0
"ENSMUSG00000039128",2,1,5,3
"ENSMUSG00000025817",1,4,5,0
"ENSMUSG00000056718",0,1,0,0
"ENSMUSG00000025816",8,2,7,4
"ENSMUSG00000085818",0,0,0,0
"ENSMUSG00000025815",1,0,3,1
"ENSMUSG00000043241",10,15,13,11
"ENSMUSG00000045319",3,0,0,0
"ENSMUSG00000082332",0,0,2,0
"ENSMUSG00000102887",0,0,0,0
"ENSMUSG00000039063",3,0,0,1
"ENSMUSG00000087125",0,0,0,0
"ENSMUSG00000087485",0,0,0,0
"ENSMUSG00000118578",0,0,0,0
"ENSMUSG00000039046",12,6,13,7
"ENSMUSG00000085716",0,0,0,0
"ENSMUSG00000086109",1,0,0,0
"ENSMUSG00000102599",0,0,0,0
"ENSMUSG00000002107",75,64,60,79
"ENSMUSG00000087079",0,0,0,1
"ENSMUSG00000075538",0,0,0,0
"ENSMUSG00000103412",0,0,0,0
"ENSMUSG00000062319",0,0,0,0
"ENSMUSG00000065824",0,0,0,0
"ENSMUSG00000077396",0,0,0,0
"ENSMUSG00000099424",0,0,0,0
"ENSMUSG00000083252",0,0,0,0
"ENSMUSG00000085070",0,0,0,0
"ENSMUSG00000083269",0,0,0,0
"ENSMUSG00000088574",0,0,0,0
"ENSMUSG00000084374",0,0,0,0
"ENSMUSG00000082953",1,0,0,0
"ENSMUSG00000085580",0,0,0,0
"ENSMUSG00000095951",0,0,0,0
"ENSMUSG00000083423",0,0,0,0
"ENSMUSG00000079604",0,0,0,0
"ENSMUSG00000081202",0,0,0,0
"ENSMUSG00000079603",0,0,0,0
"ENSMUSG00000104276",0,0,0,0
"ENSMUSG00000015619",0,0,0,0
"ENSMUSG00000086618",0,0,0,0
"ENSMUSG00000025783",0,0,0,0
"ENSMUSG00000079602",0,0,0,0
"ENSMUSG00000075534",0,0,0,0
"ENSMUSG00000025782",1,7,5,2
"ENSMUSG00000103570",0,0,0,0
"ENSMUSG00000025781",11,14,12,14
"ENSMUSG00000077733",0,0,0,0
"ENSMUSG00000037262",2,6,4,4
"ENSMUSG00000037254",1,0,0,0
"ENSMUSG00000025780",4,10,6,7
"ENSMUSG00000086748",0,0,0,0
"ENSMUSG00000061186",0,2,0,0
"ENSMUSG00000080500",0,0,0,0
"ENSMUSG00000080627",0,0,0,0
"ENSMUSG00000092793",0,0,0,0
"ENSMUSG00000077972",0,0,0,0
"ENSMUSG00000077038",0,0,0,0
"ENSMUSG00000080653",0,0,0,0
"ENSMUSG00000076126",0,0,0,0
"ENSMUSG00000077131",0,0,0,0
"ENSMUSG00000077834",0,0,0,0
"ENSMUSG00000077998",0,0,0,0
"ENSMUSG00000076959",0,0,0,0
"ENSMUSG00000080504",0,0,0,0
"ENSMUSG00000077981",0,0,0,0
"ENSMUSG00000076983",0,0,0,0
"ENSMUSG00000078026",0,0,0,0
"ENSMUSG00000094165",0,0,0,0
"ENSMUSG00000077049",0,0,0,0
"ENSMUSG00000106608",0,0,0,0
"ENSMUSG00000076028",0,0,0,0
"ENSMUSG00000094297",0,0,0,0
"ENSMUSG00000095843",0,0,0,0
"ENSMUSG00000096624",0,0,0,0
"ENSMUSG00000095269",0,0,0,0
"ENSMUSG00000096583",0,0,0,0
"ENSMUSG00000080459",0,0,0,0
"ENSMUSG00000095938",0,0,0,0
"ENSMUSG00000095340",0,0,0,0
"ENSMUSG00000096027",0,0,0,0
"ENSMUSG00000104933",0,0,0,0
"ENSMUSG00000105546",0,0,0,0
"ENSMUSG00000095336",0,0,0,0
"ENSMUSG00000094190",0,0,0,0
"ENSMUSG00000095509",0,0,0,0
"ENSMUSG00000104561",0,0,0,0
"ENSMUSG00000104734",0,0,0,0
"ENSMUSG00000094927",0,0,0,0
"ENSMUSG00000080405",0,0,0,0
"ENSMUSG00000095198",0,0,0,0
"ENSMUSG00000094659",0,0,0,0
"ENSMUSG00000105330",0,0,0,0
"ENSMUSG00000096264",0,0,0,0
"ENSMUSG00000096651",0,0,0,0
"ENSMUSG00000094101",0,0,0,0
"ENSMUSG00000096492",0,0,0,0
"ENSMUSG00000096239",0,0,0,0
"ENSMUSG00000106027",0,0,0,0
"ENSMUSG00000094363",0,0,0,0
"ENSMUSG00000095884",0,0,0,0
"ENSMUSG00000094506",0,0,0,0
"ENSMUSG00000094159",0,0,0,0
"ENSMUSG00000096113",0,0,0,0
"ENSMUSG00000096134",0,0,0,0
"ENSMUSG00000094009",0,0,0,0
"ENSMUSG00000096782",0,0,0,0
"ENSMUSG00000096835",0,0,0,0
"ENSMUSG00000096587",0,0,0,0
"ENSMUSG00000095536",0,0,0,0
"ENSMUSG00000104652",0,0,0,0
"ENSMUSG00000095786",0,0,0,0
"ENSMUSG00000096748",0,0,0,0
"ENSMUSG00000096880",0,0,0,0
"ENSMUSG00000094688",0,0,0,0
"ENSMUSG00000094261",0,0,0,0
"ENSMUSG00000105182",0,0,0,0
"ENSMUSG00000093995",0,0,0,0
"ENSMUSG00000094709",0,0,0,0
"ENSMUSG00000094067",0,0,0,0
"ENSMUSG00000096512",0,0,0,0
"ENSMUSG00000096360",0,0,0,0
"ENSMUSG00000093900",0,0,0,0
"ENSMUSG00000095151",0,0,0,0
"ENSMUSG00000094457",0,0,0,0
"ENSMUSG00000093914",0,0,0,0
"ENSMUSG00000095222",0,0,0,0
"ENSMUSG00000076966",0,0,0,0
"ENSMUSG00000105365",0,0,0,0
"ENSMUSG00000080649",0,0,0,0
"ENSMUSG00000096889",0,0,0,0
"ENSMUSG00000080476",0,0,0,0
"ENSMUSG00000093907",0,0,0,0
"ENSMUSG00000096053",0,0,0,0
"ENSMUSG00000106488",0,0,0,0
"ENSMUSG00000080684",0,0,0,0
"ENSMUSG00000095051",0,0,0,0
"ENSMUSG00000094943",0,0,0,0
"ENSMUSG00000096894",0,0,0,0
"ENSMUSG00000076994",0,0,0,0
"ENSMUSG00000105783",0,0,0,0
"ENSMUSG00000094327",0,0,0,0
"ENSMUSG00000076948",0,0,0,0
"ENSMUSG00000077113",0,0,0,0
"ENSMUSG00000094330",0,0,0,0
"ENSMUSG00000080624",0,0,0,0
"ENSMUSG00000077021",0,0,0,0
"ENSMUSG00000070099",0,0,0,0
"ENSMUSG00000080558",0,0,0,0
"ENSMUSG00000076976",0,0,0,0
"ENSMUSG00000076118",0,0,0,0
"ENSMUSG00000077095",0,0,0,0
"ENSMUSG00000077104",0,0,0,0
"ENSMUSG00000076014",0,0,0,0
"ENSMUSG00000092961",0,0,0,0
"ENSMUSG00000092697",0,0,0,0
"ENSMUSG00000088833",0,0,0,0
"ENSMUSG00000076222",0,0,0,0
"ENSMUSG00000078031",0,0,0,0
"ENSMUSG00000095699",0,0,0,0
"ENSMUSG00000089570",0,0,0,0
"ENSMUSG00000088980",0,0,0,0
"ENSMUSG00000077991",0,0,0,0
"ENSMUSG00000077086",0,0,0,0
"ENSMUSG00000078025",0,0,0,0
"ENSMUSG00000077941",0,0,0,0
"ENSMUSG00000076956",0,0,0,0
"ENSMUSG00000078060",0,0,0,0
"ENSMUSG00000077954",0,0,0,0
"ENSMUSG00000080686",0,0,0,0
"ENSMUSG00000080657",0,0,0,0
"ENSMUSG00000080594",0,0,0,0
"ENSMUSG00000103237",0,0,0,0
"ENSMUSG00000081367",0,0,0,0
"ENSMUSG00000082871",0,0,0,0
"ENSMUSG00000102734",0,0,0,0
"ENSMUSG00000089007",0,0,0,0
"ENSMUSG00000085257",0,0,0,0
"ENSMUSG00000084560",0,0,0,0
"ENSMUSG00000081693",0,0,0,0
"ENSMUSG00000083900",0,0,0,0
"ENSMUSG00000026778",1,1,3,2
"ENSMUSG00000103774",0,0,0,0
"ENSMUSG00000103253",0,0,0,0
"ENSMUSG00000102992",0,0,0,0
"ENSMUSG00000102196",0,0,0,0
"ENSMUSG00000102894",0,0,0,0
"ENSMUSG00000102674",0,0,0,1
"ENSMUSG00000086006",1,0,0,0
"ENSMUSG00000103223",0,0,0,0
"ENSMUSG00000103321",0,0,0,0
"ENSMUSG00000086491",0,0,0,0
"ENSMUSG00000082424",0,0,0,0
"ENSMUSG00000082314",0,0,0,0
"ENSMUSG00000026773",17,7,8,6
"ENSMUSG00000102329",0,0,0,0
"ENSMUSG00000102376",0,0,0,0
"ENSMUSG00000037197",7,5,7,7
"ENSMUSG00000082727",0,0,0,0
"ENSMUSG00000091312",0,0,0,0
"ENSMUSG00000026770",0,0,0,0
"ENSMUSG00000104101",0,0,0,0
"ENSMUSG00000023206",0,1,2,4
"ENSMUSG00000058594",10,9,17,8
"ENSMUSG00000047909",12,5,15,13
"ENSMUSG00000103542",0,0,0,0
"ENSMUSG00000080801",0,0,0,0
"ENSMUSG00000026768",4,3,5,2
"ENSMUSG00000104174",0,0,0,0
"ENSMUSG00000086843",1,0,2,0
"ENSMUSG00000026767",3,1,6,10
"ENSMUSG00000102630",0,0,0,0
"ENSMUSG00000104449",0,0,0,0
"ENSMUSG00000104406",0,0,0,0
"ENSMUSG00000083547",0,0,0,0
"ENSMUSG00000104045",0,0,0,0
"ENSMUSG00000026730",11,8,19,12
"ENSMUSG00000049630",1,0,4,6
"ENSMUSG00000104459",0,0,0,0
"ENSMUSG00000102900",0,0,0,1
"ENSMUSG00000103599",0,0,0,0
"ENSMUSG00000103143",0,0,0,0
"ENSMUSG00000026727",2,2,2,1
"ENSMUSG00000103360",0,0,0,0
"ENSMUSG00000102691",1,0,0,1
"ENSMUSG00000099246",0,0,0,0
"ENSMUSG00000103232",0,0,0,0
"ENSMUSG00000086358",0,0,0,0
"ENSMUSG00000026726",1,2,0,0
"ENSMUSG00000026723",1,0,1,0
"ENSMUSG00000026728",24,17,16,8
"ENSMUSG00000003418",2,0,1,0
"ENSMUSG00000104354",0,0,0,0
"ENSMUSG00000063275",0,1,0,1
"ENSMUSG00000102553",0,0,0,0
"ENSMUSG00000103926",0,0,0,0
"ENSMUSG00000086657",0,0,0,0
"ENSMUSG00000026718",9,3,8,11
"ENSMUSG00000103901",0,0,0,0
"ENSMUSG00000061531",0,0,0,0
"ENSMUSG00000083545",0,0,0,0
"ENSMUSG00000026712",0,0,0,0
"ENSMUSG00000077897",0,0,0,0
"ENSMUSG00000103475",0,0,0,0
"ENSMUSG00000036949",3,5,0,1
"ENSMUSG00000084901",0,0,0,0
"ENSMUSG00000057914",7,9,17,8
"ENSMUSG00000075525",0,0,0,0
"ENSMUSG00000104153",0,0,0,0
"ENSMUSG00000070271",4,4,2,4
"ENSMUSG00000083633",0,0,0,0
"ENSMUSG00000104034",0,0,0,0
"ENSMUSG00000081008",0,0,0,0
"ENSMUSG00000082542",0,0,0,0
"ENSMUSG00000104106",0,0,0,0
"ENSMUSG00000103885",0,0,0,0
"ENSMUSG00000083305",0,0,0,0
"ENSMUSG00000103050",1,0,0,0
"ENSMUSG00000087086",1,0,0,0
"ENSMUSG00000085281",0,1,3,1
"ENSMUSG00000102673",0,0,0,0
"ENSMUSG00000104271",0,0,1,0
"ENSMUSG00000026707",1,2,0,0
"ENSMUSG00000103778",0,0,0,0
"ENSMUSG00000017418",2,2,2,2
"ENSMUSG00000102258",0,0,0,0
"ENSMUSG00000083860",1,1,0,1
"ENSMUSG00000080930",0,0,0,0
"ENSMUSG00000083631",0,0,0,0
"ENSMUSG00000082632",0,0,0,0
"ENSMUSG00000081389",0,0,0,0
"ENSMUSG00000075520",0,0,0,0
"ENSMUSG00000103356",0,0,0,0
"ENSMUSG00000081245",0,0,0,0
"ENSMUSG00000103865",0,0,0,0
"ENSMUSG00000026748",6,12,6,3
"ENSMUSG00000076950",0,0,0,0
"ENSMUSG00000082235",0,0,0,0
"ENSMUSG00000081525",0,0,0,0
"ENSMUSG00000085193",0,0,0,0
"ENSMUSG00000053702",7,6,17,11
"ENSMUSG00000085100",0,0,0,0
"ENSMUSG00000099161",0,0,0,0
"ENSMUSG00000081851",0,0,0,0
"ENSMUSG00000062651",0,0,0,0
"ENSMUSG00000081116",0,0,0,0
"ENSMUSG00000054057",2,5,2,2
"ENSMUSG00000085319",0,0,0,0
"ENSMUSG00000054074",2,3,4,0
"ENSMUSG00000086340",0,0,0,0
"ENSMUSG00000026743",10,4,9,7
"ENSMUSG00000099050",0,0,0,0
"ENSMUSG00000092814",0,0,0,0
"ENSMUSG00000064964",0,0,0,0
"ENSMUSG00000081619",0,0,0,0
"ENSMUSG00000026740",9,8,7,9
"ENSMUSG00000083070",0,0,0,0
"ENSMUSG00000082520",0,0,0,0
"ENSMUSG00000081181",0,0,0,0
"ENSMUSG00000082943",0,0,0,0
"ENSMUSG00000086882",0,0,0,0
"ENSMUSG00000051154",3,5,5,5
"ENSMUSG00000026739",2,2,4,2
"ENSMUSG00000037708",1,0,0,1
"ENSMUSG00000092353",0,0,0,0
"ENSMUSG00000081139",0,0,0,0
"ENSMUSG00000097638",0,2,0,1
"ENSMUSG00000026737",27,15,28,13
"ENSMUSG00000026736",0,0,0,1
"ENSMUSG00000083281",0,0,0,0
"ENSMUSG00000037683",0,0,0,0
"ENSMUSG00000087674",0,0,0,1
"ENSMUSG00000023094",3,11,3,5
"ENSMUSG00000109733",0,2,0,0
"ENSMUSG00000087103",0,0,0,0
"ENSMUSG00000085388",0,0,0,0
"ENSMUSG00000026735",0,0,0,0
"ENSMUSG00000056329",0,0,0,0
"ENSMUSG00000026734",0,0,0,0
"ENSMUSG00000084160",0,0,0,0
"ENSMUSG00000086621",0,0,0,0
"ENSMUSG00000080227",0,0,0,0
"ENSMUSG00000043415",9,3,4,2
"ENSMUSG00000087246",0,0,0,0
"ENSMUSG00000083893",0,0,0,0
"ENSMUSG00000077342",0,0,0,0
"ENSMUSG00000105927",0,0,0,0
"ENSMUSG00000036617",12,5,15,16
"ENSMUSG00000065644",0,0,0,0
"ENSMUSG00000083777",0,0,0,0
"ENSMUSG00000060795",0,0,0,0
"ENSMUSG00000082164",0,0,0,0
"ENSMUSG00000081128",4,7,12,4
"ENSMUSG00000065253",0,0,0,0
"ENSMUSG00000091457",0,0,0,0
"ENSMUSG00000085477",0,0,0,0
"ENSMUSG00000098575",0,0,0,0
"ENSMUSG00000086418",0,0,0,0
"ENSMUSG00000036591",19,18,28,41
"ENSMUSG00000085206",0,0,0,0
"ENSMUSG00000075514",4,5,2,6
"ENSMUSG00000086821",0,0,0,0
"ENSMUSG00000087219",0,0,0,0
"ENSMUSG00000089472",0,0,0,0
"ENSMUSG00000026679",0,0,2,0
"ENSMUSG00000089576",0,0,0,0
"ENSMUSG00000048550",5,9,3,8
"ENSMUSG00000084071",0,0,0,0
"ENSMUSG00000085680",0,0,0,0
"ENSMUSG00000045967",20,14,31,27
"ENSMUSG00000080846",0,0,0,0
"ENSMUSG00000077572",0,0,0,0
"ENSMUSG00000081467",0,1,0,0
"ENSMUSG00000025716",0,0,0,0
"ENSMUSG00000082516",2,2,0,0
"ENSMUSG00000083863",7,5,4,7
"ENSMUSG00000083563",305,302,436,347
"ENSMUSG00000082884",5,9,7,7
"ENSMUSG00000026787",16,31,23,22
"ENSMUSG00000106199",0,0,0,0
"ENSMUSG00000092811",0,0,0,0
"ENSMUSG00000083453",0,0,0,0
"ENSMUSG00000085353",0,0,0,0
"ENSMUSG00000083057",0,0,0,0
"ENSMUSG00000026786",2,3,2,0
"ENSMUSG00000069136",0,0,1,0
"ENSMUSG00000026784",1,2,0,4
"ENSMUSG00000084625",0,0,0,0
"ENSMUSG00000081861",0,0,0,0
"ENSMUSG00000058835",23,14,19,16
"ENSMUSG00000083650",0,0,0,0
"ENSMUSG00000026781",8,5,13,3
"ENSMUSG00000026779",0,0,1,0
"ENSMUSG00000026775",3,6,3,1
"ENSMUSG00000081648",0,0,0,1
"ENSMUSG00000026774",0,0,0,0
"ENSMUSG00000084098",3,1,3,1
"ENSMUSG00000069132",0,0,0,0
"ENSMUSG00000102704",0,0,0,1
"ENSMUSG00000026771",3,1,4,1
"ENSMUSG00000081519",0,0,0,0
"ENSMUSG00000083729",0,0,0,0
"ENSMUSG00000088368",0,0,0,0
"ENSMUSG00000083373",1,1,1,2
"ENSMUSG00000026986",5,4,2,4
"ENSMUSG00000061809",0,0,0,0
"ENSMUSG00000026985",0,0,0,0
"ENSMUSG00000083116",0,0,1,1
"ENSMUSG00000044103",0,0,0,0
"ENSMUSG00000026984",0,0,0,0
"ENSMUSG00000104173",0,0,0,0
"ENSMUSG00000083172",0,0,0,0
"ENSMUSG00000026983",0,0,0,0
"ENSMUSG00000046845",0,0,0,0
"ENSMUSG00000085999",0,0,0,0
"ENSMUSG00000026981",0,0,0,0
"ENSMUSG00000026979",0,0,0,0
"ENSMUSG00000026976",0,0,0,0
"ENSMUSG00000085057",0,0,0,0
"ENSMUSG00000099120",0,0,0,0
"ENSMUSG00000082307",0,0,0,0
"ENSMUSG00000085330",0,0,0,0
"ENSMUSG00000102591",0,0,0,0
"ENSMUSG00000084241",0,0,0,0
"ENSMUSG00000088571",0,0,0,0
"ENSMUSG00000004113",23,11,24,21
"ENSMUSG00000083973",0,0,0,0
"ENSMUSG00000036893",6,5,7,10
"ENSMUSG00000103162",0,0,0,0
"ENSMUSG00000102875",0,0,0,0
"ENSMUSG00000026972",9,3,7,4
"ENSMUSG00000093190",0,0,0,0
"ENSMUSG00000026974",7,14,6,9
"ENSMUSG00000026975",5,9,11,9
"ENSMUSG00000036850",21,30,15,12
"ENSMUSG00000036833",6,7,4,5
"ENSMUSG00000084383",0,0,0,0
"ENSMUSG00000083796",0,0,0,0
"ENSMUSG00000065798",0,0,0,0
"ENSMUSG00000089513",0,0,0,0
"ENSMUSG00000006476",254,419,242,287
"ENSMUSG00000092845",0,0,0,0
"ENSMUSG00000099320",0,0,0,1
"ENSMUSG00000036813",0,0,0,0
"ENSMUSG00000036805",0,0,0,0
"ENSMUSG00000118563",0,0,0,0
"ENSMUSG00000087028",0,0,0,1
"ENSMUSG00000078202",0,3,1,1
"ENSMUSG00000103217",0,0,0,0
"ENSMUSG00000059555",3,1,4,3
"ENSMUSG00000013465",14,13,17,8
"ENSMUSG00000064919",0,0,0,0
"ENSMUSG00000036770",0,0,0,0
"ENSMUSG00000026969",0,0,0,0
"ENSMUSG00000036752",102,101,90,114
"ENSMUSG00000006469",0,0,0,0
"ENSMUSG00000089953",0,0,0,0
"ENSMUSG00000036731",5,10,4,2
"ENSMUSG00000044628",48,54,40,58
"ENSMUSG00000115018",0,0,0,0
"ENSMUSG00000006471",6,9,6,4
"ENSMUSG00000115074",0,0,0,0
"ENSMUSG00000078201",0,7,1,1
"ENSMUSG00000048707",8,10,9,5
"ENSMUSG00000026966",17,14,10,13
"ENSMUSG00000026965",31,20,16,14
"ENSMUSG00000026963",0,0,0,0
"ENSMUSG00000026961",0,0,0,2
"ENSMUSG00000026959",126,126,101,126
